timestamp,open,high,low,close,volume
2026-08-10 16:00:00+00:00,1.10459,1.10483,1.10441,1.10465,1187
2026-08-10 16:15:00+00:00,1.10465,1.1049,1.10445,1.1047,1286
2026-08-10 16:30:00+00:00,1.1047,1.10496,1.10448,1.10474,1378
2026-08-10 16:45:00+00:00,1.10474,1.10501,1.1045,1.10477,1461
2026-08-10 17:00:00+00:00,1.10477,1.10505,1.10459,1.10479,1533
2026-08-10 17:15:00+00:00,1.10479,1.105,1.10459,1.10482,1593
2026-08-10 17:30:00+00:00,1.10482,1.10505,1.1046,1.10485,1641
2026-08-10 17:45:00+00:00,1.10485,1.10511,1.10461,1.10489,1674
2026-08-10 18:00:00+00:00,1.10489,1.10518,1.10471,1.10494,1694
2026-08-10 18:15:00+00:00,1.10494,1.10527,1.10474,1.10501,1700
2026-08-10 18:30:00+00:00,1.10501,1.10527,1.10479,1.10509,1693
2026-08-10 18:45:00+00:00,1.10509,1.10539,1.10485,1.10519,1674
2026-08-10 19:00:00+00:00,1.10519,1.10552,1.10501,1.1053,1643
2026-08-10 19:15:00+00:00,1.1053,1.10566,1.1051,1.10542,1603
2026-08-10 19:30:00+00:00,1.10542,1.10582,1.1052,1.10556,1556
2026-08-10 19:45:00+00:00,1.10556,1.10588,1.10532,1.1057,1502
2026-08-10 20:00:00+00:00,1.1057,1.10605,1.10552,1.10585,1445
2026-08-10 20:15:00+00:00,1.10585,1.10621,1.10565,1.10599,1462
2026-08-10 20:30:00+00:00,1.10599,1.10637,1.10577,1.10613,1569
2026-08-10 20:45:00+00:00,1.10613,1.10651,1.10589,1.10625,1673
2026-08-10 21:00:00+00:00,1.10625,1.10655,1.10607,1.10637,1772
2026-08-10 21:15:00+00:00,1.10637,1.10667,1.10617,1.10647,1862
2026-08-10 21:30:00+00:00,1.10647,1.10677,1.10625,1.10655,1944
2026-08-10 21:45:00+00:00,1.10655,1.10685,1.10631,1.10661,2014
2026-08-10 22:00:00+00:00,1.10661,1.10691,1.10643,1.10665,2073
2026-08-10 22:15:00+00:00,1.10665,1.10686,1.10645,1.10668,2118
2026-08-10 22:30:00+00:00,1.10668,1.10689,1.10646,1.10669,2149
2026-08-10 22:45:00+00:00,1.10669,1.10691,1.10644,1.10668,2167
2026-08-10 23:00:00+00:00,1.10668,1.10692,1.10649,1.10667,2171
2026-08-10 23:15:00+00:00,1.10667,1.10693,1.10646,1.10666,2162
2026-08-10 23:30:00+00:00,1.10666,1.10684,1.10643,1.10665,2141
2026-08-10 23:45:00+00:00,1.10665,1.10685,1.1064,1.10664,2109
2026-08-11 00:00:00+00:00,1.10664,1.10686,1.10646,1.10664,2068
2026-08-11 00:15:00+00:00,1.10664,1.10689,1.10644,1.10665,2019
2026-08-11 00:30:00+00:00,1.10665,1.10694,1.10643,1.10668,1965
2026-08-11 00:45:00+00:00,1.10668,1.1069,1.10644,1.10672,1908
2026-08-11 01:00:00+00:00,1.10672,1.10699,1.10654,1.10679,1950
2026-08-11 01:15:00+00:00,1.10679,1.10708,1.10659,1.10686,2056
2026-08-11 01:30:00+00:00,1.10686,1.1072,1.10664,1.10696,2160
2026-08-11 01:45:00+00:00,1.10696,1.10732,1.10672,1.10706,2257
2026-08-11 02:00:00+00:00,1.10706,1.10724,1.10681,1.10699,1346
2026-08-11 02:15:00+00:00,1.10699,1.10719,1.10673,1.10693,1426
2026-08-11 02:30:00+00:00,1.10693,1.10715,1.10665,1.10687,1495
2026-08-11 02:45:00+00:00,1.10687,1.10711,1.10657,1.10681,1552
2026-08-11 03:00:00+00:00,1.10681,1.10707,1.10656,1.10674,1595
2026-08-11 03:15:00+00:00,1.10674,1.10692,1.10646,1.10666,1624
2026-08-11 03:30:00+00:00,1.10666,1.10686,1.10634,1.10656,1640
2026-08-11 03:45:00+00:00,1.10656,1.10678,1.10621,1.10645,1642
2026-08-11 04:00:00+00:00,1.10645,1.10669,1.10614,1.10632,1631
2026-08-11 04:15:00+00:00,1.10632,1.10658,1.10598,1.10618,1608
2026-08-11 04:30:00+00:00,1.10618,1.10636,1.1058,1.10602,1575
2026-08-11 04:45:00+00:00,1.10602,1.10622,1.10561,1.10585,1532
2026-08-11 05:00:00+00:00,1.10585,1.10607,1.10549,1.10567,1482
2026-08-11 05:15:00+00:00,1.10567,1.10591,1.10528,1.10548,1428
2026-08-11 05:30:00+00:00,1.10548,1.10574,1.10507,1.10529,1370
2026-08-11 05:45:00+00:00,1.10529,1.10547,1.10486,1.1051,1437
2026-08-11 06:00:00+00:00,1.1051,1.1053,1.10474,1.10492,1543
2026-08-11 06:15:00+00:00,1.10492,1.10514,1.10455,1.10475,1646
2026-08-11 06:30:00+00:00,1.10475,1.10499,1.10437,1.10459,1742
2026-08-11 06:45:00+00:00,1.10459,1.10485,1.10421,1.10445,1830
2026-08-11 07:00:00+00:00,1.10445,1.10463,1.10415,1.10433,1909
2026-08-11 07:15:00+00:00,1.10433,1.10453,1.10403,1.10423,1976
2026-08-11 07:30:00+00:00,1.10423,1.10445,1.10393,1.10415,2030
2026-08-11 07:45:00+00:00,1.10415,1.10439,1.10384,1.10408,2071
2026-08-11 08:00:00+00:00,1.10408,1.10434,1.10385,1.10403,2099
2026-08-11 08:15:00+00:00,1.10403,1.10421,1.10379,1.10399,2112
2026-08-11 08:30:00+00:00,1.10399,1.10419,1.10374,1.10396,2112
2026-08-11 08:45:00+00:00,1.10396,1.10418,1.10369,1.10393,2100
2026-08-11 09:00:00+00:00,1.10393,1.10417,1.10372,1.1039,2075
2026-08-11 09:15:00+00:00,1.1039,1.10416,1.10366,1.10386,2040
2026-08-11 09:30:00+00:00,1.10386,1.10404,1.10359,1.10381,1996
2026-08-11 09:45:00+00:00,1.10381,1.10401,1.10352,1.10376,1946
2026-08-11 10:00:00+00:00,1.10376,1.10398,1.1035,1.10368,1890
2026-08-11 10:15:00+00:00,1.10368,1.10392,1.1034,1.1036,1833
2026-08-11 10:30:00+00:00,1.1036,1.10386,1.10327,1.10349,1924
2026-08-11 10:45:00+00:00,1.10349,1.10367,1.10314,1.10338,2030
2026-08-11 11:00:00+00:00,1.10338,1.10358,1.10306,1.10324,2132
2026-08-11 11:15:00+00:00,1.10324,1.10346,1.1029,1.1031,2227
2026-08-11 11:30:00+00:00,1.1031,1.10334,1.10274,1.10296,2314
2026-08-11 11:45:00+00:00,1.10296,1.10322,1.10257,1.10281,2391
2026-08-11 12:00:00+00:00,1.10281,1.10299,1.10248,1.10266,1456
2026-08-11 12:15:00+00:00,1.10266,1.10286,1.10232,1.10252,1508
2026-08-11 12:30:00+00:00,1.10252,1.10274,1.10216,1.10238,1548
2026-08-11 12:45:00+00:00,1.10238,1.10262,1.10202,1.10226,1573
2026-08-11 13:00:00+00:00,1.10226,1.10252,1.10198,1.10216,1584
2026-08-11 13:15:00+00:00,1.10216,1.10234,1.10188,1.10208,1582
2026-08-11 13:30:00+00:00,1.10208,1.10228,1.10179,1.10201,1568
2026-08-11 13:45:00+00:00,1.10201,1.10223,1.10172,1.10196,1542
2026-08-11 14:00:00+00:00,1.10196,1.1022,1.10175,1.10193,1505
2026-08-11 14:15:00+00:00,1.10193,1.10219,1.10171,1.10191,1460
2026-08-11 14:30:00+00:00,1.10191,1.10209,1.10168,1.1019,1409
2026-08-11 14:45:00+00:00,1.1019,1.1021,1.10166,1.1019,1353
2026-08-11 15:00:00+00:00,1.1019,1.10212,1.10172,1.1019,1304
2026-08-11 15:15:00+00:00,1.1019,1.10214,1.10169,1.10189,1412
2026-08-11 15:30:00+00:00,1.10189,1.10215,1.10167,1.10189,1517
2026-08-11 15:45:00+00:00,1.10189,1.10207,1.10163,1.10187,1618
2026-08-11 16:00:00+00:00,1.10187,1.10207,1.10165,1.10183,1712
2026-08-11 16:15:00+00:00,1.10183,1.10205,1.10158,1.10178,1798
2026-08-11 16:30:00+00:00,1.10178,1.10202,1.1015,1.10172,1873
2026-08-11 16:45:00+00:00,1.10172,1.10198,1.10139,1.10163,1936
2026-08-11 17:00:00+00:00,1.10163,1.10181,1.10135,1.10153,1986
2026-08-11 17:15:00+00:00,1.10153,1.10173,1.10121,1.10141,2024
2026-08-11 17:30:00+00:00,1.10141,1.10163,1.10106,1.10128,2047
2026-08-11 17:45:00+00:00,1.10128,1.10152,1.1009,1.10114,2056
2026-08-11 18:00:00+00:00,1.10114,1.1014,1.10082,1.101,2052
2026-08-11 18:15:00+00:00,1.101,1.10118,1.10065,1.10085,2036
2026-08-11 18:30:00+00:00,1.10085,1.10105,1.10049,1.10071,2008
2026-08-11 18:45:00+00:00,1.10071,1.10093,1.10033,1.10057,1970
2026-08-11 19:00:00+00:00,1.10057,1.10081,1.10027,1.10045,1924
2026-08-11 19:15:00+00:00,1.10045,1.10071,1.10013,1.10033,1872
2026-08-11 19:30:00+00:00,1.10033,1.10051,1.10002,1.10024,1816
2026-08-11 19:45:00+00:00,1.10024,1.10044,1.09992,1.10016,1791
2026-08-11 20:00:00+00:00,1.10016,1.10038,1.09991,1.10009,1899
2026-08-11 20:15:00+00:00,1.10009,1.10033,1.09984,1.10004,2004
2026-08-11 20:30:00+00:00,1.10004,1.1003,1.09978,1.1,2104
2026-08-11 20:45:00+00:00,1.1,1.10018,1.09973,1.09997,2197
2026-08-11 21:00:00+00:00,1.09997,1.10017,1.09977,1.09995,2281
2026-08-11 21:15:00+00:00,1.09995,1.10017,1.09972,1.09992,2354
2026-08-11 21:30:00+00:00,1.09992,1.10016,1.09967,1.09989,2416
2026-08-11 21:45:00+00:00,1.09989,1.10015,1.09962,1.09986,2464
2026-08-11 22:00:00+00:00,1.09986,1.1001,1.09968,1.09992,1499
2026-08-11 22:15:00+00:00,1.09992,1.10017,1.09972,1.09997,1520
2026-08-11 22:30:00+00:00,1.09997,1.10022,1.09975,1.1,1528
2026-08-11 22:45:00+00:00,1.1,1.10025,1.09976,1.10001,1522
2026-08-11 23:00:00+00:00,1.10001,1.10027,1.09982,1.1,1504
2026-08-11 23:15:00+00:00,1.1,1.10018,1.09978,1.09998,1474
2026-08-11 23:30:00+00:00,1.09998,1.10018,1.09971,1.09993,1435
2026-08-11 23:45:00+00:00,1.09993,1.10015,1.09964,1.09988,1388
2026-08-12 00:00:00+00:00,1.09988,1.10012,1.09963,1.09981,1335
2026-08-12 00:15:00+00:00,1.09981,1.10007,1.09953,1.09973,1278
2026-08-12 00:30:00+00:00,1.09973,1.09991,1.09944,1.09966,1279
2026-08-12 00:45:00+00:00,1.09966,1.09986,1.09934,1.09958,1386
2026-08-12 01:00:00+00:00,1.09958,1.0998,1.09934,1.09952,1491
2026-08-12 01:15:00+00:00,1.09952,1.09976,1.09926,1.09946,1590
2026-08-12 01:30:00+00:00,1.09946,1.09972,1.0992,1.09942,1681
2026-08-12 01:45:00+00:00,1.09942,1.0996,1.09915,1.09939,1764
2026-08-12 02:00:00+00:00,1.09939,1.09959,1.09919,1.09937,1835
2026-08-12 02:15:00+00:00,1.09937,1.0996,1.09917,1.09938,1895
2026-08-12 02:30:00+00:00,1.09938,1.09964,1.09916,1.0994,1942
2026-08-12 02:45:00+00:00,1.0994,1.09969,1.09916,1.09943,1974
2026-08-12 03:00:00+00:00,1.09943,1.09965,1.09925,1.09947,1994
2026-08-12 03:15:00+00:00,1.09947,1.09972,1.09927,1.09952,1999
2026-08-12 03:30:00+00:00,1.09952,1.09979,1.0993,1.09957,1991
2026-08-12 03:45:00+00:00,1.09957,1.09986,1.09933,1.09962,1971
2026-08-12 04:00:00+00:00,1.09962,1.09992,1.09944,1.09966,1940
2026-08-12 04:15:00+00:00,1.09966,1.09988,1.09946,1.0997,1900
2026-08-12 04:30:00+00:00,1.0997,1.09992,1.09948,1.09972,1852
2026-08-12 04:45:00+00:00,1.09972,1.09994,1.09948,1.09972,1798
2026-08-12 05:00:00+00:00,1.09972,1.09996,1.09953,1.09971,1741
2026-08-12 05:15:00+00:00,1.09971,1.09997,1.09948,1.09968,1766
2026-08-12 05:30:00+00:00,1.09968,1.09986,1.09942,1.09964,1874
2026-08-12 05:45:00+00:00,1.09964,1.09984,1.09934,1.09958,1977
2026-08-12 06:00:00+00:00,1.09958,1.0998,1.09933,1.09951,2075
2026-08-12 06:15:00+00:00,1.09951,1.09975,1.09922,1.09942,2166
2026-08-12 06:30:00+00:00,1.09942,1.09968,1.09912,1.09934,2247
2026-08-12 06:45:00+00:00,1.09934,1.09952,1.09901,1.09925,2316
2026-08-12 07:00:00+00:00,1.09925,1.09945,1.09899,1.09917,2374
2026-08-12 07:15:00+00:00,1.09917,1.09939,1.09889,1.09909,2419
2026-08-12 07:30:00+00:00,1.09909,1.09933,1.09881,1.09903,2449
2026-08-12 07:45:00+00:00,1.09903,1.09929,1.09874,1.09898,2466
2026-08-12 08:00:00+00:00,1.09898,1.09916,1.09878,1.09896,1470
2026-08-12 08:15:00+00:00,1.09896,1.09916,1.09874,1.09894,1460
2026-08-12 08:30:00+00:00,1.09894,1.09917,1.09872,1.09895,1438
2026-08-12 08:45:00+00:00,1.09895,1.09922,1.09871,1.09898,1406
2026-08-12 09:00:00+00:00,1.09898,1.09928,1.0988,1.09902,1364
2026-08-12 09:15:00+00:00,1.09902,1.09925,1.09882,1.09907,1315
2026-08-12 09:30:00+00:00,1.09907,1.09933,1.09885,1.09913,1261
2026-08-12 09:45:00+00:00,1.09913,1.09942,1.09889,1.0992,1203
2026-08-12 10:00:00+00:00,1.0992,1.09951,1.09902,1.09927,1254
2026-08-12 10:15:00+00:00,1.09927,1.0996,1.09907,1.09934,1361
2026-08-12 10:30:00+00:00,1.09934,1.09958,1.09912,1.0994,1464
2026-08-12 10:45:00+00:00,1.0994,1.09964,1.09916,1.09944,1561
2026-08-12 11:00:00+00:00,1.09944,1.0997,1.09926,1.09948,1650
2026-08-12 11:15:00+00:00,1.09948,1.09974,1.09928,1.0995,1729
2026-08-12 11:30:00+00:00,1.0995,1.09976,1.09928,1.0995,1797
2026-08-12 11:45:00+00:00,1.0995,1.09968,1.09925,1.09949,1853
2026-08-12 12:00:00+00:00,1.09949,1.09969,1.09929,1.09947,1895
2026-08-12 12:15:00+00:00,1.09947,1.09969,1.09923,1.09943,1924
2026-08-12 12:30:00+00:00,1.09943,1.09967,1.09917,1.09939,1939
2026-08-12 12:45:00+00:00,1.09939,1.09965,1.0991,1.09934,1940
2026-08-12 13:00:00+00:00,1.09934,1.09952,1.09911,1.09929,1929
2026-08-12 13:15:00+00:00,1.09929,1.09949,1.09904,1.09924,1905
2026-08-12 13:30:00+00:00,1.09924,1.09946,1.09899,1.09921,1871
2026-08-12 13:45:00+00:00,1.09921,1.09945,1.09894,1.09918,1828
2026-08-12 14:00:00+00:00,1.09918,1.09944,1.09899,1.09917,1778
2026-08-12 14:15:00+00:00,1.09917,1.09936,1.09897,1.09918,1723
2026-08-12 14:30:00+00:00,1.09918,1.09941,1.09896,1.09921,1666
2026-08-12 14:45:00+00:00,1.09921,1.09947,1.09897,1.09925,1741
2026-08-12 15:00:00+00:00,1.09925,1.09956,1.09907,1.09932,1848
2026-08-12 15:15:00+00:00,1.09932,1.09965,1.09912,1.09939,1950
2026-08-12 15:30:00+00:00,1.09939,1.09967,1.09917,1.09949,2046
2026-08-12 15:45:00+00:00,1.09949,1.09979,1.09925,1.09959,2133
2026-08-12 16:00:00+00:00,1.09959,1.09991,1.09941,1.09969,2211
2026-08-12 16:15:00+00:00,1.09969,1.10004,1.09949,1.0998,2278
2026-08-12 16:30:00+00:00,1.0998,1.10016,1.09958,1.0999,2331
2026-08-12 16:45:00+00:00,1.0999,1.10018,1.09966,1.1,2372
2026-08-12 17:00:00+00:00,1.1,1.10028,1.09982,1.10008,2398
2026-08-12 17:15:00+00:00,1.10008,1.10037,1.09988,1.10015,2411
2026-08-12 17:30:00+00:00,1.10015,1.10044,1.09993,1.1002,2411
2026-08-12 17:45:00+00:00,1.1002,1.1005,1.09996,1.10024,2397
2026-08-12 18:00:00+00:00,1.10024,1.10052,1.10006,1.10034,1372
2026-08-12 18:15:00+00:00,1.10034,1.10062,1.10014,1.10042,1337
2026-08-12 18:30:00+00:00,1.10042,1.10071,1.1002,1.10049,1292
2026-08-12 18:45:00+00:00,1.10049,1.10079,1.10025,1.10055,1242
2026-08-12 19:00:00+00:00,1.10055,1.10086,1.10037,1.1006,1186
2026-08-12 19:15:00+00:00,1.1006,1.10083,1.1004,1.10065,1128
2026-08-12 19:30:00+00:00,1.10065,1.1009,1.10043,1.1007,1229
2026-08-12 19:45:00+00:00,1.1007,1.10098,1.10046,1.10076,1335
2026-08-12 20:00:00+00:00,1.10076,1.10106,1.10058,1.10082,1436
2026-08-12 20:15:00+00:00,1.10082,1.10116,1.10062,1.1009,1531
2026-08-12 20:30:00+00:00,1.1009,1.10117,1.10068,1.10099,1617
2026-08-12 20:45:00+00:00,1.10099,1.1013,1.10075,1.1011,1693
2026-08-12 21:00:00+00:00,1.1011,1.10144,1.10092,1.10122,1758
2026-08-12 21:15:00+00:00,1.10122,1.1016,1.10102,1.10136,1810
2026-08-12 21:30:00+00:00,1.10136,1.10178,1.10114,1.10152,1848
2026-08-12 21:45:00+00:00,1.10152,1.10186,1.10128,1.10168,1873
2026-08-12 22:00:00+00:00,1.10168,1.10206,1.1015,1.10186,1883
2026-08-12 22:15:00+00:00,1.10186,1.10225,1.10166,1.10203,1881
2026-08-12 22:30:00+00:00,1.10203,1.10245,1.10181,1.10221,1865
2026-08-12 22:45:00+00:00,1.10221,1.10264,1.10197,1.10238,1839
2026-08-12 23:00:00+00:00,1.10238,1.10272,1.1022,1.10254,1802
2026-08-12 23:15:00+00:00,1.10254,1.10288,1.10234,1.10268,1756
2026-08-12 23:30:00+00:00,1.10268,1.10303,1.10246,1.10281,1705
2026-08-12 23:45:00+00:00,1.10281,1.10317,1.10257,1.10293,1649
2026-08-13 00:00:00+00:00,1.10293,1.10328,1.10275,1.10302,1608
2026-08-13 00:15:00+00:00,1.10302,1.10327,1.10282,1.10309,1716
2026-08-13 00:30:00+00:00,1.10309,1.10335,1.10287,1.10315,1821
2026-08-13 00:45:00+00:00,1.10315,1.10341,1.10291,1.10319,1922
2026-08-13 01:00:00+00:00,1.10319,1.10346,1.10301,1.10322,2016
2026-08-13 01:15:00+00:00,1.10322,1.1035,1.10302,1.10324,2100
2026-08-13 01:30:00+00:00,1.10324,1.10344,1.10302,1.10326,2175
2026-08-13 01:45:00+00:00,1.10326,1.10347,1.10302,1.10327,2238
2026-08-13 02:00:00+00:00,1.10327,1.10351,1.10309,1.10329,2287
2026-08-13 02:15:00+00:00,1.10329,1.10355,1.10309,1.10331,2324
2026-08-13 02:30:00+00:00,1.10331,1.10361,1.10309,1.10335,2346
2026-08-13 02:45:00+00:00,1.10335,1.10358,1.10311,1.1034,2355
2026-08-13 03:00:00+00:00,1.1034,1.10367,1.10322,1.10347,2350
2026-08-13 03:15:00+00:00,1.10347,1.10377,1.10327,1.10355,2333
2026-08-13 03:30:00+00:00,1.10355,1.10389,1.10333,1.10365,2305
2026-08-13 03:45:00+00:00,1.10365,1.10402,1.10341,1.10376,2267
2026-08-13 04:00:00+00:00,1.10376,1.10407,1.10358,1.10389,1220
2026-08-13 04:15:00+00:00,1.10389,1.10422,1.10369,1.10402,1168
2026-08-13 04:30:00+00:00,1.10402,1.10437,1.1038,1.10415,1111
2026-08-13 04:45:00+00:00,1.10415,1.10453,1.10391,1.10429,1096
2026-08-13 05:00:00+00:00,1.10429,1.10468,1.10411,1.10442,1203
2026-08-13 05:15:00+00:00,1.10442,1.10472,1.10422,1.10454,1308
2026-08-13 05:30:00+00:00,1.10454,1.10486,1.10432,1.10466,1408
2026-08-13 05:45:00+00:00,1.10466,1.10497,1.10442,1.10475,1500
2026-08-13 06:00:00+00:00,1.10475,1.10507,1.10457,1.10483,1584
2026-08-13 06:15:00+00:00,1.10483,1.10515,1.10463,1.10489,1656
2026-08-13 06:30:00+00:00,1.10489,1.10512,1.10467,1.10494,1717
2026-08-13 06:45:00+00:00,1.10494,1.10516,1.1047,1.10496,1765
2026-08-13 07:00:00+00:00,1.10496,1.1052,1.10478,1.10498,1799
2026-08-13 07:15:00+00:00,1.10498,1.10522,1.10478,1.10498,1820
2026-08-13 07:30:00+00:00,1.10498,1.10524,1.10475,1.10497,1826
2026-08-13 07:45:00+00:00,1.10497,1.10515,1.10472,1.10496,1820
2026-08-13 08:00:00+00:00,1.10496,1.10516,1.10477,1.10495,1801
2026-08-13 08:15:00+00:00,1.10495,1.10517,1.10475,1.10495,1771
2026-08-13 08:30:00+00:00,1.10495,1.1052,1.10473,1.10496,1731
2026-08-13 08:45:00+00:00,1.10496,1.10524,1.10472,1.10498,1684
2026-08-13 09:00:00+00:00,1.10498,1.10519,1.1048,1.10501,1631
2026-08-13 09:15:00+00:00,1.10501,1.10526,1.10481,1.10506,1574
2026-08-13 09:30:00+00:00,1.10506,1.10535,1.10484,1.10513,1583
2026-08-13 09:45:00+00:00,1.10513,1.10546,1.10489,1.10522,1691
2026-08-13 10:00:00+00:00,1.10522,1.10559,1.10504,1.10533,1795
2026-08-13 10:15:00+00:00,1.10533,1.10563,1.10513,1.10545,1893
2026-08-13 10:30:00+00:00,1.10545,1.10578,1.10523,1.10558,1985
2026-08-13 10:45:00+00:00,1.10558,1.10593,1.10534,1.10571,2067
2026-08-13 11:00:00+00:00,1.10571,1.10609,1.10553,1.10585,2138
2026-08-13 11:15:00+00:00,1.10585,1.10625,1.10565,1.10599,2196
2026-08-13 11:30:00+00:00,1.10599,1.1063,1.10577,1.10612,2242
2026-08-13 11:45:00+00:00,1.10612,1.10645,1.10588,1.10625,2274
2026-08-13 12:00:00+00:00,1.10625,1.10658,1.10607,1.10636,2293
2026-08-13 12:15:00+00:00,1.10636,1.1067,1.10616,1.10646,2297
2026-08-13 12:30:00+00:00,1.10646,1.1068,1.10624,1.10654,2289
2026-08-13 12:45:00+00:00,1.10654,1.10678,1.1063,1.1066,2268
2026-08-13 13:00:00+00:00,1.1066,1.10686,1.10642,1.10666,2237
2026-08-13 13:15:00+00:00,1.10666,1.10691,1.10646,1.10669,2196
2026-08-13 13:30:00+00:00,1.10669,1.10696,1.10647,1.10672,2147
2026-08-13 13:45:00+00:00,1.10672,1.107,1.10648,1.10674,2094
